Name,Rating,Pricing,URL,Latitude,Longitude,Transactions,Location,Phone,Display Phone,Distance,Reviews,Review Count,Cuisine,Restaurant ID,Number of Reviews
Bacàn,1,,https://www.yelp.com/biz/bac%C3%A0n-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.715855693840986,-73.96414879999999,[],"79 Grand St, Brooklyn, NY 11249",+17183881999,(718) 388-1999,1569.83207277217,"[{'text': 'Not super busy on a Saturday brunch. Was able to get a last minute reservation. Service was average.\n\nI got the Uovo al Tartufo which was pretty good but...', 'reviewer': 'Hiral P.', 'reviewer_id': '0Nrv9X8J_vSVoA55NmtmcQ', 'rating': 4}, {'text': 'Came here for brunch on a Sunday, no reservations needed. The restaurant was about half full on a chilly windy afternoon.\nThe food was average....', 'reviewer': 'Chantel Y.', 'reviewer_id': 'Ks61RTDTnKnIiPLRt17oUQ', 'rating': 3}, {'text': ""Here's the run down. \n\nParpadelle was like pasta with beef broth. Awful. Riceball app was ice cold. Glass of red is $16 and not good. Asked for a side of..."", 'reviewer': 'Matt M.', 'reviewer_id': 'gHn9VuxXCvrraNpOWMP0QQ', 'rating': 1}]",3,"I, t, a, l, i, a, n",v8G2Tik6eXhS63Es_4sveA,33
DunHuang Miss Noodles,1,,https://www.yelp.com/biz/dunhuang-miss-noodles-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.693868137768895,-73.9634565145772,"['delivery', 'pickup']","531 Myrtle Ave, Brooklyn, NY 11205",+17187893530,(718) 789-3530,1978.7954609744795,"[{'text': 'The food has consistently been really good. I usually order delivery. My favs are the oil spill noodle, eggplant salad, shu mai, pan fried noodles, cold...', 'reviewer': 'Mahak M.', 'reviewer_id': '8jBPu6H5kyotbeKmETurxQ', 'rating': 5}, {'text': 'Food is great. Nice extensive Chinese menu.\n\nService is good. Nice clean, open floor plan restaurant. Lots of space and tables for big parties. Take out is...', 'reviewer': 'Michael H.', 'reviewer_id': 'Mc4rcX_TXq1ug1BGQPp9lw', 'rating': 4}, {'text': 'I barely leave any reviews unless it is THAT BAD. I ordered delivery from ubereats and the food was surprisingly gross. I ordered a beef stew but it had so...', 'reviewer': 'Ariel J.', 'reviewer_id': 'avf_nXCFPqAOhPx_tD1DwA', 'rating': 1}]",3,"C, h, i, n, e, s, e",cOtB9fWWLrbaBebZDjJquQ,85
Bunny,5,,https://www.yelp.com/biz/bunny-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.68202,-73.94977,['delivery'],"449 Nostrand Ave, Brooklyn, NY 11216",,,3722.3374502811166,"[{'text': 'The atmosphere was great. The food delicious.  The servers were great! A N/A cocktail was delicious.  I tried the cigars and curry wurst \n\nComing back for...', 'reviewer': 'Karol P.', 'reviewer_id': 'roL7ZCYuP47BwGxA29j1MQ', 'rating': 5}, {'text': ""Overall rating: 4.5\n\nIf you're a vegetarian or vegan, this is the spot for you. I on the other hand, thought there were very limited options. The menu was..."", 'reviewer': 'Olivia N.', 'reviewer_id': 'uaAJzWR1iipChDerr_hFkg', 'rating': 4}, {'text': 'What an amazing new spot for updated takes on Turkish classics, and generally one of the best vibes for brunch in Brooklyn as of March 2022. \n\nI made a...', 'reviewer': 'Alan S.', 'reviewer_id': '-yEhhXT6URxh_yxHko5Gzg', 'rating': 5}]",3,"T, u, r, k, i, s, h",n9vGLAZhWiRGm-hWX6z7-A,46
Momoya SoHo,5,,https://www.yelp.com/biz/momoya-soho-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72349,-73.99579,['restaurant_reservation'],"47 Prince St, New York, NY 10012",+16464299315,(646) 429-9315,2301.8993424538553,"[{'text': 'Food is great, service is attentive and considerate, and the space is huge. Minimal but tastefully decorated.\nThey are in front of a church and not allowed...', 'reviewer': 'Justin N.', 'reviewer_id': 'v27U3yDB8SfaN2uQZ6C1LQ', 'rating': 5}, {'text': 'Ambiance was a 10/10. The music and decor was perfect for a girls night out or a date night. Service was a 6/10. Very attentive servers, but come off as...', 'reviewer': 'Satori Y.', 'reviewer_id': 'JmAggMTqe1LTRNS2CFpPkg', 'rating': 3}, {'text': 'Delicious yakisoba   Wonderful salmon skin roll  freshest sashimi  very flavorful miso', 'reviewer': 'Charles M.', 'reviewer_id': 'zzP7CDBYjKoXP4g0b9ok4Q', 'rating': 5}]",3,"S, u, s, h, i,  , B, a, r, s",dCDpb-fz6Ton9AXLoaWIhA,135
La Pecora Bianca,5,,https://www.yelp.com/biz/la-pecora-bianca-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.73959,-74.00775,[],"817 Washington St, New York, NY 10014",+12125093030,(212) 509-3030,4340.1904573752,"[{'text': ""I'm visiting New York from L.A. for only a short time, so you'd think I'd want to try a variety of restaurants - but this place is so fantastic that I've..."", 'reviewer': 'Katie E.', 'reviewer_id': 'qo-ikG0isQz9VBFUyr0EMg', 'rating': 5}, {'text': 'I had a reservation and was seated right away. The food was super delicious and after having tried so many things I think the absolute must haves are the...', 'reviewer': 'Yamilex T.', 'reviewer_id': '3pXOd6AERTwEyrZhg4YITw', 'rating': 5}, {'text': ""We had a reservation for 2 at 7 on Valentine's Day and we opted to sit in the heated patio. We were seated quickly and there was a Valentine's Day menu for..."", 'reviewer': 'Cobey L.', 'reviewer_id': 'O3RmpfYib28XfBa8AVi9ow', 'rating': 5}]",3,"I, t, a, l, i, a, n",B2X53VuOuLyXe0OsGY-ZzA,42
Glin Thai Bistro,5,,https://www.yelp.com/biz/glin-thai-bistro-brooklyn-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.69315,-73.97328,"['delivery', 'pickup']","330 Myrtle Ave, Brooklyn, NY 11205",+13479874100,(347) 987-4100,1644.3259691130922,"[{'text': 'Crab curry - insane \n\nSteamed fish - insane \n\nbeef stew was also insane \n\nwings were pretty good but only like 7/10\n\nwould post more pics but we ate...', 'reviewer': 'William L.', 'reviewer_id': 'Xjmx1PZ4LaxptXAAAmRtLA', 'rating': 5}, {'text': 'New Thai spot on Myrtle ave with a variety of noodle, rice and curry dishes! I ordered the tofu pad Thai, basil fried rice, and chive pancakes. The pad Thai...', 'reviewer': 'Jenny C.', 'reviewer_id': 'ZIgTOgjlhQ0reUgD_82gvA', 'rating': 4}, {'text': ""This is my go-to Thai place in the Clinton Hill area. So far it's never been too crowded, the service is always great, and the food is delicious!\n\nI would..."", 'reviewer': 'Leona L.', 'reviewer_id': 'xDElWxYOV67J7GhBto3njg', 'rating': 5}]",3,"T, h, a, i",8SbvBebzRYaZuyxF-GEIDQ,59
Banter,4,$$,https://www.yelp.com/biz/banter-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72787,-74.0010999,"['pickup', 'delivery']","169 Sullivan St, New York, NY 10012",,,2952.4296788506554,"[{'text': 'Banter is so damn consistent. The food is always good. The service is always good. I never feel rushed to leave, they actually allow you to enjoy your meal...', 'reviewer': 'Sydney G.', 'reviewer_id': 'LXDZn2ePZSLMzxWdsUjpcg', 'rating': 5}, {'text': ""This is a really cute restaurant that's perfect for lunch and brunch. Be prepared for a 20-40 minute wait regardless of the location (there's one in West..."", 'reviewer': 'Kali Y.', 'reviewer_id': 'eSdl3x8lywxavFdQt7RnEA', 'rating': 4}, {'text': 'Whenever I walk by, I always find this restaurant to have such a long wait on a Saturday- with tons of people waiting outside. So, I thought that I would...', 'reviewer': 'Olivia K.', 'reviewer_id': '112yaXRzSYdjUPQ4bQC6bg', 'rating': 4}]",3,"B, r, e, a, k, f, a, s, t,  , &,  , B, r, u, n, c, h",Zc7Jbuwe3XO-EaVXIh_TYQ,640
Dumpling N' Dips,3,$,https://www.yelp.com/biz/dumpling-n-dips-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72944,-73.98934,"['delivery', 'pickup']","5 St Marks Pl, New York, NY 10003",+19294294656,(929) 429-4656,2619.166274815656,"[{'text': 'My First time to try Dumplings in Thai taste with 4 kinds of dipping sauce  food is so good and reasonable price . Nice decoration good to try when you...', 'reviewer': 'Sean T.', 'reviewer_id': 'fMyuPXfG3rEafHOcV-NTlQ', 'rating': 5}, {'text': 'Love Dumpling and Dips, my favorite dumpling spot where I have become a regular and stop by monthly, every time I am in the Saint Marks area for...', 'reviewer': 'Lisa F.', 'reviewer_id': 'CqEoo425U-dM53svYgOvwA', 'rating': 5}, {'text': 'Thanks to a Youtube blog that recommended this restaurant. The dumplings were good. You have a few options to choose from. I chose the salmon dumplings and...', 'reviewer': 'Mabel L.', 'reviewer_id': 'z53uSRCr7BHaZ5Rmj03yCg', 'rating': 3}]",3,"D, i, m,  , S, u, m",qvX5If0CwM1RGzP3ie4SKA,123
Taiwan Pork Chop House,5,$,https://www.yelp.com/biz/taiwan-pork-chop-house-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71429,-73.99798,['delivery'],"3 Doyers St, New York, NY 10013",+12127917007,(212) 791-7007,1786.7475909669186,"[{'text': 'Amazingl!!! I can eat all day. My favorite spot in Chinatown. But just a heads up the the rice has a beef sauce on top of it. Very good but not for my...', 'reviewer': 'Mark M.', 'reviewer_id': 'Rl_0h3DQzxor24xhFv6bKA', 'rating': 5}, {'text': 'Overall: 7/10\nFood:\nPopcorn chicken: 8/10\nJuicy, thick cuts of chicken thighs cooked to crispy perfection with salt and pepper seasoning\nPorkchop:...', 'reviewer': 'Masahiko K.', 'reviewer_id': 'BcBuc7X1_Joen1XWi5aDUw', 'rating': 4}, {'text': ""Delicious and so cheap! The pork chop rice hit the spot perfectly--feels like I'm at home in Taiwan. The pork was perfectly flavored and crispy. The pickled..."", 'reviewer': 'Nina C.', 'reviewer_id': 'BWt3yY1QzCNgJtR7taHp4A', 'rating': 5}]",3,"T, a, i, w, a, n, e, s, e",kNOr6_g6QfBHdhf89j3g5w,603
Diner,5,$$,https://www.yelp.com/biz/diner-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.71069,-73.96559,['delivery'],"85 Broadway, Brooklyn, NY 11249",+17184863077,(718) 486-3077,1186.68716411116,"[{'text': 'Amazing service as soon as we walked in. Cool place. We basically ordered everything from the brunch menu. Everything was amazing. \nWe got:\n-egg sandwich...', 'reviewer': 'Emily H.', 'reviewer_id': '-2myrq2EA-Drcuv9eJ739g', 'rating': 5}, {'text': ""Unfortunately, not too impressed by Diner. Will be open to go again. \n\nThe caesar salad has a very strong fish taste, that cannot be removed since it's part..."", 'reviewer': 'Albert K.', 'reviewer_id': 'sILEA5_pp6-wrV2NOhcx0Q', 'rating': 2}, {'text': 'Came here for dinner with my friends and I go the catalan fish dish. It had black sea bass in it and monkfish along with potatoes. It was super delicious...', 'reviewer': 'Scott S.', 'reviewer_id': 'sB0A-YpcskeklxhyVwor1g', 'rating': 5}]",3,"D, i, n, e, r, s",l2u-IHL-rNz0uvn6-UC-Rw,786
TAGMO,4,$$,https://www.yelp.com/biz/tagmo-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.70762,-74.00214,"['delivery', 'pickup']","226 Front St, New York, NY 10038",+12122852253,(212) 285-2253,1964.2617037249813,"[{'text': 'Had an excellent dinner at Tagmo. There are so many items on the menu that sounded delicious and I was so excited to try them. My experience lived up to my...', 'reviewer': 'Rebecca S.', 'reviewer_id': 'DEE028Q1oDya5DwU4M3zSA', 'rating': 5}, {'text': 'I have walked past this place multiple times and each time it caught my eye, so finally came to try it out with a friend. The ambiance and vibes of the...', 'reviewer': 'Heena J.', 'reviewer_id': 'NbIu__Xi38FbR1Pp3gsT0Q', 'rating': 3}, {'text': ""Below are my favorites in sequence on a drunken night bites. Will definitely come back to try again when I'm sober...\n\nPRAWN RED CURRY \nERAL CHUKKA w PRAWN..."", 'reviewer': 'Emi B.', 'reviewer_id': '3lODYQrvcGriv5Fc2JdPOQ', 'rating': 4}]",3,"I, n, d, i, a, n",ZRzG614HER-6fhZ3-MrEHw,59
Soco,1,$$,https://www.yelp.com/biz/soco-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.693739699999334,-73.96449631779052,"['delivery', 'pickup']","509 Myrtle Ave, Brooklyn, NY 11205",+17187831936,(718) 783-1936,1933.2643974492944,"[{'text': ""Step in the door and greeted \n( packed house)\nWithin 2 minutes.\nWarm genuine smiles by the host who's also the host Manager Mauricia\nSuggest the Salmon..."", 'reviewer': 'Coach R.', 'reviewer_id': 'VpnOFG9duR0dKw7JKng5kw', 'rating': 5}, {'text': 'Food and atmosphere is  \n\nThe service was amazingggg! The staff wore gloves and kept everything super friendly and professional (can I get a Black...', 'reviewer': 'Trendy D.', 'reviewer_id': 'itZ7kdB8esW-ln3lY3-1Vw', 'rating': 5}, {'text': 'Management here had the most ridiculous rule, our last joining party member could not order or eat with us because his tab needed to be calculated...', 'reviewer': 'Norma R.', 'reviewer_id': 'M3123DVq-ai3MX4iEBr8Iw', 'rating': 1}]",3,"C, a, j, u, n, /, C, r, e, o, l, e",oOsJn3leUnWDfErRWMf81g,2336
Bird Dog,5,,https://www.yelp.com/biz/bird-dog-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.733983,-74.006549,[],"525 Hudson St, New York, NY 10014",+19172614221,(917) 261-4221,3775.355654841538,"[{'text': 'The Chefs Tasting sounds amazing but also enough food for a week. So we chose the 3 course meal and it was the perfect amount of food. The pasta was the...', 'reviewer': 'Kevin K.', 'reviewer_id': 'UcHbR0yg4OojjEDYTTqswg', 'rating': 5}, {'text': 'We were greeted outside by the staff and invited inside. It was like going to a family home. The owner/chefvgave us a run through of the menu options and...', 'reviewer': 'Ren P.', 'reviewer_id': 'c8DvCSc1TfJbvYaeU0k_pA', 'rating': 5}, {'text': 'The food was incredible and the service was out of this world. They were so helpful and knowledgeable, since I had a food allergy! Great date spot and so...', 'reviewer': 'Caitlin F.', 'reviewer_id': 'OrMdma3HI41rHa5bKxKu9w', 'rating': 5}]",3,"S, o, u, t, h, e, r, n",C9BjYm4WyoQFPQUHmBErDg,165
Izakaya Juraku,3,$$$,https://www.yelp.com/biz/izakaya-juraku-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.7196796287355,-73.9887088537216,"['delivery', 'pickup']","121 Ludlow St, New York, NY 10002",+12124770100,(212) 477-0100,1608.9997936443197,"[{'text': 'Came to this place after work with friends on a Friday evening. We were a party of 4 but made reservations in advance. We ordered so many things to try, not...', 'reviewer': 'Weilu H.', 'reviewer_id': 'Z3XAldusoFkTYn0u6oH9OQ', 'rating': 5}, {'text': ""Have gone a couple of times with a group of friends for food and drinks. Think it's a good place to go but it's a bit pricey.\nThe skewers are pretty good..."", 'reviewer': 'Betty W.', 'reviewer_id': 'TffQ3R3tE7Hg9MrAHJDdDA', 'rating': 4}, {'text': 'My wife and I had dinner here on Saturday night, 7pm. I had a couple Sapporo beers (which I wish had been colder and in a colder mug, even though I saw them...', 'reviewer': 'Liam R.', 'reviewer_id': 'BsM1nXn_BgbEkgHUbl086A', 'rating': 3}]",3,"B, a, r, s",RYKGs45OjF-vlb2Ds2Jb_g,191
LĒNA,5,$$,https://www.yelp.com/biz/l%C4%93na-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.719135,-73.991758,"['delivery', 'pickup']","137 Eldridge St, New York, NY 10002",+13479351897,(347) 935-1897,1707.4360838447817,"[{'text': 'Ruben and Etienne are such great attentive guys! They went above and beyond with taking care of us and making our trip memorable. \n\nDrinks are well made....', 'reviewer': 'Mei Z.', 'reviewer_id': 'lcCh6RwYUDe_y_w5qCRVaA', 'rating': 5}, {'text': 'Very easygoing and laid back vibe, if\nFrench people were ever either of those\nthings, more people would visit Paris.\nBut just like the magic of France,...', 'reviewer': 'Clem Joshua R.', 'reviewer_id': 'RY8wUVdU01DULpMlkCqS9Q', 'rating': 5}, {'text': 'Awesome spot and warm, welcoming atmosphere. Wife and I intended to get great cocktails across the street at Attaboy! but they were closed for a private...', 'reviewer': 'Liam R.', 'reviewer_id': 'BsM1nXn_BgbEkgHUbl086A', 'rating': 5}]",3,"F, r, e, n, c, h",flcy6dNr4s12PTv6VtBK9Q,216
The Greek,5,$$$,https://www.yelp.com/biz/the-greek-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.72403160851802,-74.01044800203925,"['delivery', 'pickup']","452 Washington St, New York, NY 10013",+16464763941,(646) 476-3941,3246.534275879305,"[{'text': 'Truly a hidden gem! Not one to venture down to tribeca for dinner but would definitely go back for The Greek. They did everything right - service was top...', 'reviewer': 'Sejal M.', 'reviewer_id': 'NUkF2T-fa79KGiFJK3FLGw', 'rating': 5}, {'text': '(Late review - ate here in July)\n\nI have been meaning to write a review of this place. My sister flew in for a visit and by the time I got to her hotel, it...', 'reviewer': 'Kris R.', 'reviewer_id': 'OCguSI790hkJ0_HOmR8uHw', 'rating': 3}, {'text': ""A surprise! It's felt a little bit chainish when I walked in but I was pleasantly surprised. We actually came to The Greek Tribeca after another restaurant..."", 'reviewer': 'Yuh-Line N.', 'reviewer_id': 'ZOkfE77ZQtpwDlQ-fN9UcA', 'rating': 5}]",3,"G, r, e, e, k",6gDUVNZo0E9lxO2DkAhHOQ,524
Cremini's - Aperitivo & Kitchen,5,,https://www.yelp.com/biz/creminis-aperitivo-and-kitchen-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.674968,-73.999242,"['delivery', 'pickup']","521 Court St, Brooklyn, NY 11231",+19293052967,(929) 305-2967,3978.0502882323235,"[{'text': ""My favorite Italian in Brooklyn. The husband and wife duo of Elena & Riccardo are the only two employees. They're genuine, kind and authentic and take pride..."", 'reviewer': 'Taylor D.', 'reviewer_id': 'wl7PFhpxT5iMrotzxDAyig', 'rating': 5}, {'text': ""Kicked out-\n\nMy friend from Italy came to visit me and she reserved this place one month in advance.\nI didn't know this restaurant and I was very happy to..."", 'reviewer': 'Cristina M.', 'reviewer_id': 'kHRuB68wYgCY5pVUs_Jsyw', 'rating': 1}, {'text': ""Their pasta is on the heavier, creamier side, but oh my is it good when you're in the mood for it! \nWe love their pesto gnocchi and cacio e pepe on days..."", 'reviewer': 'Melissa M.', 'reviewer_id': 'h6UlOSRiEMcDTZT7mSzoSA', 'rating': 5}]",3,"I, t, a, l, i, a, n",KogxM0x2p9auUyU4h4CAqQ,58
Williamsburg Market,5,,https://www.yelp.com/biz/williamsburg-market-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,40.716907,-73.961885,[],"103 N 3rd St, New York, NY 11249",,,1802.2862799484255,"[{'text': ""Nice space!! Apparently this opened in November last year. Since it's still kind of new, everything is not filled 100%. \n\nTuesday night is quiet and empty..."", 'reviewer': 'Liu H.', 'reviewer_id': '_NmNYyhitFwr-N61Nt9rlw', 'rating': 5}, {'text': ""Brooklyn has a new addition to the food scene, and Williamsburg Market is the next big thing. It's a charming new food hall with over 15 different vendors..."", 'reviewer': 'Luc F.', 'reviewer_id': 'WEiAPsKeMM2sH4QZp0Rt6Q', 'rating': 5}, {'text': ""Sampled a few items while they are still rolling out vendors. Only about a1/3 are currently open so it's really just getting started. \n\nI got an amazing..."", 'reviewer': 'Michael M.', 'reviewer_id': 'OmnRkYFlbc2ye8YUh75hyQ', 'rating': 5}]",3,"F, o, o, d,  , C, o, u, r, t",0wRJkcTsZvC4IeYG4D5IQA,13
