Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Abraham V.,/user_details?userid=ygLbij6xfzy6GVAwLG7CMA,"Montclair, CA",11/18/2019,5.0,"I have to say definitely a spot to get you some lunch ! Burgers sandwiches tacos , and wings .. they were all delicious . Thank you the malt for your great customer service and bomb-alicious food ..",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Pat H.,/user_details?userid=NorJjlSXgkJK6iyWaJ1pNQ,"Cambridge, MA",9/27/2018,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alexandra S.,/user_details?userid=4kcUA31wTiUKKeTY0s3p0g,"Delaware Avenue, Albany, NY",1/9/2018,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jeremain M.,/user_details?userid=ag_M-Ix5zuDNb_A0ov6tIQ,"Brooklyn, Brooklyn, NY",1/31/2018,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sean G.,/user_details?userid=6L-VcXwxYtXjmyKKRTNLkA,"Dublin, Republic of Ireland",12/1/2019,5.0,"Second time here and again food, beer and service all excellent. They have an excellent beer selection including Abita purple haze. The Turkey BLT and rosemary fries were amazing.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ray N.,/user_details?userid=LojG2gXC6efJYPP7HOWnwA,"Lackawaxen Township, PA",4/18/2019,1.0,"Ongoing horrible service. The bar is filled and people are lined up, and as usual only one bartender; and, he is busy filling table orders!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Cindy G.,/user_details?userid=2ut9LJqmuNF8X8nlYcxkUg,"New York, NY",1/6/2016,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ryan P.,/user_details?userid=9a70LVXNo8K9bW4FaPRLxQ,"Keizer, OR",5/29/2018,5.0,Good place. Happy hour is good. I got the fried chicken bites and they were so good. I got the fish tacos off the main menu and they were some of the best fish tacos I have ever had. I also got the happy hour margarita don't be surprised by the size it probably the smallest I have ever seen or have had. But it was good since it's 90 degrees outside.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex D.,/user_details?userid=sGcrWSyGgY7mUURysBAJFA,"Manhattan, New York, NY",5/19/2019,5.0,Excellent brunch spot! My favorite breakfasts are the breakfast burrito or the chicken and waffles. Good bottomless drinks too for $25. A great place to meet with friends to get drunk and have a good time,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lana T.,/user_details?userid=3uqjuJq3IFt6f-ASU-ZHXw,"Miami, FL",9/12/2015,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ivy C.,/user_details?userid=3s0ZUu3tePqYIq02E4H_OQ,"New York, NY",3/6/2018,4.0,"Brunch!! Unlimited mimosas!! Eggs benefict!! This place is so cute, I came here with a group of five and left a happy tipsy. The aesthetics of this restaurant was honestly so cute. The waitress we had was super friendly and always kept our glasses filled. My group and I had stayed here from 2pm till closing, they had to ask us to leave at around 4pm because we wouldn't leave.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hannah F.,/user_details?userid=_8HWw1pTAjQ-QUfFJaZcZA,"Wilmington, NC",7/11/2019,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Daisha N.,/user_details?userid=jC_eLNR8Le-FvQOK5jMi8g,"Seattle, WA",10/5/2015,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sophia G.,/user_details?userid=fqqGySYO3F5nabf6yQmfwg,"Brooklyn, Brooklyn, NY",11/12/2018,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jess M.,/user_details?userid=OE1yhYns-wnHxareuj8T5g,"Beverly, MA",10/7/2017,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mariclaire N.,/user_details?userid=ag6XAjymGM_iJH4wMOap1Q,"Brooklyn, NY",12/5/2019,4.0,"This was my first time going to The Malt House, I'd have to say everything from the food to the environment was really good. It was around the holiday season so it was pretty packed ( loud from people speaking rather then the DJ) not sure if it's normally like that or not, on a regular basis. The section where people eat is blocked off from the bar, as well as a small upstairs area where people can go too. I'd recommend to give it a try because the food and drinks were good. I'd say the service could have been better but everyone was pretty friendly and helpful when they were around.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica P.,/user_details?userid=k04ZCRnQwcItH-cEOR4VzA,"Jersey City, NJ",7/15/2018,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marc R.,/user_details?userid=DDd3TW3lDvQduqmw-UkrUg,"White Plains, NY",2/11/2018,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alex K.,/user_details?userid=BrYBZwTB76whcNPw7ff_qQ,"McLean, VA",7/22/2017,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yichiao H.,/user_details?userid=LVL4nQOTjSjxXattekTfQw,"爾灣, CA",12/30/2018,5.0,This is a good place for brunch and lunch. The waiters are kind and polite to serve customers. I ordered the chicken waffle with fries. It is really tasty and a full meal. The price is acceptable in New York.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Christen M.,/user_details?userid=DK-zjsjYs19223WP6h1vjw,"Cleveland, OH",3/28/2019,5.0,"The nachos are SO DELICIOUS! Great atmosphere. We just stopped in for a quick bite, but we will definitely return.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Barnie J.,/user_details?userid=XGPqB_ebcLbiMafNgMZAvg,"Staten Island, NY",6/12/2018,5.0,Had lunch there with some of my employees. It's a hidden gem. Our waitress was awesome and Jr food is really good. I'm. It downtown also but I will definitely  go back. Try the fish taco. YUM!!!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren M.,/user_details?userid=Twh4YJNb1pWYyAgak_4Y-g,"Boston, MA",3/16/2019,5.0,Had the best experience at this place today. Booked a private party for my best friends birthday. We had Killian for our private server - first of all this guy deserves a raise. He had the best personality and was super accommodating. Killian for president . Other than that the food was great and the drinks were strong so A+ . Recommend this place for anyone trying to have a NIGHT (or day). #screwdrivers,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lauren S.,/user_details?userid=KrF6SHT7PCfp5URACAaZ5g,"Brooklyn, NY",10/11/2019,4.0,"Four stars for ambiance. Cozy but not overcrowded.    There's always a small crowd here even at off- peak hours. I like this bar because the age range is more 30's and above, vs. the 21 year olds at some other fidi bars. Bartenders are efficient and drinks were decent. I can't comment on the food because I haven't tried it yet.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara G.,/user_details?userid=zifY3DnJvuUezolp6NOyDg,"Manhattan, NY",7/14/2017,3.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Geo V.,/user_details?userid=UPnAW7a6CAZrbK0aFrFGgQ,"Island Park, NY",2/3/2018,5.0,"Late night munchies and draft beer was in order at this establishment. We Loved the vibe and service. The food was above average. The pork sliders had a great balance of flavors, just a tad more sauce on the bun for me (I like it sloppy). The cheese curds are not something we order often,  the smokey chipotle aioli that accompanied it was spot on. Buffalo wings are on the hot side, they were tender and crispy. Lots of draft beer and whiskey selections to choose from. The awesome waitress recommended the toffee flavored dessert and didn't disappoint. She even moved the table next us together so we could really enjoy the experience. 3 appetizers, a couple of  waters and a flight on a table for two gets crowded quick. Tried all three local MALTHOUSE drafts they were OK, the wheat stuck out the most. Amber seemed flavorless but didn't hinder my opinion.  Had a couple of Longboards and called it a night.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
H C.,/user_details?userid=Q_xp4HJSPvyv7AOnetmjfw,"New York, NY",6/11/2017,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
L.A. K.,/user_details?userid=ajhosQOPwR-GE5aU8vnD2A,"South Salem, NY",8/24/2017,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andrew H.,/user_details?userid=rKsYJnjLg9YNgHH5NQAl_A,"Mountain View, CA",2/17/2019,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David W.,/user_details?userid=Ttn1RtATzZBtWsx6MoPGqQ,"Philadelphia, PA",1/18/2016,4.0,"When in the FiDi, this is my place. Okay, one of my places. Great beer list, excellent vegetarian options on the menu, and attentive servers. Definitely not one of those Manhattan tourist traps or fake, soulless places where all they want is your money, and try to deliver only the minimum in exchange, because they don't rely on return customers. They know you'll never be back. No, Malt House has managed to keep something very genuine about the experience. I'll definitely be back. My only complaint is about the fact that it's popular enough - no surprise there - that it can be crowded and very loud at times.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rosalin F.,/user_details?userid=EZYbRkJHfwb6wNNGnB8IlA,"Nyack, NY",10/28/2019,5.0,"Great Place, awesome beers, and great entertainment! We loved finding this place. It was a little hidden joint, and had a good vibe!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle A.,/user_details?userid=lwC7xAzMI49xDU2G2LeFaQ,"Philadelphia, PA",1/6/2018,4.0,"Make this your happy hour go-to if you're in Fi-Di. Lively room, reasonable prices, attentive wait staff and accessible to the Fulton Street subway station. Not for the hard of hearing.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rish P.,/user_details?userid=3GiujbqmjHEW-w5nU5jAqA,"New York, NY",1/23/2021,5.0,Love it here!! Excellent array of beers that is constantly turning over. The wings are great - as is all of the food (though the OG Buffalo wings were truly out of this world). Try to make sure I'm here at least once a month - a must visit!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zachary A.,/user_details?userid=JaqcCU3nxReTW2cBLHounA,"Austin, TX",9/6/2019,5.0,Really solid beer list for financial district. Prices as expected with everything around double digits but not absurd. Bartender recommended good pours and let you sample. TVs on at the bar and easy to get a table and service. All around good spot for a post work drink.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carsten W.,/user_details?userid=yERkTg288fBrDP--SgbNng,"New York, NY",6/9/2018,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Maria-Elena T.,/user_details?userid=gekp2Z5I4vPGf2NeFnZX2A,"Arlington, VA",12/5/2015,4.0,"Three of us went for a quick late lunch during the week. The place was not too crowded and we were seated right away. The lighting was bright. The place is very open and airy. There were a few TVs at the bar area. I ordered the seasonal salad which had beets, baby kale, arugula, grape tomatoes, and carrots. The dressing was very light. Although a good portion, it was not filling. The two other people I was with got chicken on top of their salad. That would make it a hearty meal but I wasn't very hungry. Overall a good place for a quick healthy lunch. If I lived or worked in the area, I would return and try the bar after work.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kimberly A.,/user_details?userid=9CLQeM61_DJQ0HUGFvf-oA,"Newark, NJ",6/20/2017,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Hyesil C.,/user_details?userid=_SCcJi31ONmERViskOf1tw,"New York, NY",5/19/2017,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Grace C.,/user_details?userid=mbunKDLkOZNzieGVjrX9EA,"New York, NY",7/4/2018,5.0,"Came here for brunch and it did not disappoint. We got there a couple of minutes after it opened so there was no wait and we were seated right away. There is a huge screen TV in the middle of the bar which was perfect to watch the World Cup games on! The service was friendly and fairly quick. But the food was absolutely delicious!!!! I didn't expect anything extraordinary since I just got the normal eggs, sausage and toast but oh my goodness.... the eggs were fluffy, sausage was a REAL sausage and even the toast was phenomenal. We will definitely be back to try out their lunch/dinner menu within the next couple of weeks. This place is definitely a must go to!!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Erwin F.,/user_details?userid=Nv0-E7b6FjlhUwyOmAIuHg,"Walpole, MA",3/21/2018,4.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rose-Marie C.,/user_details?userid=TDbn4aGjIPycqWsBohAfXQ,"Bethesda, MD",6/21/2019,1.0,"Great food! Rude manager! We ordered our food and noticed they over charged us for side fries which was supposed to be $2.00 because we ordered meals, we questioned it, the response and looked we received was extremely rude. What happened to common courtesy and customer service? Oops I forgot, we are in NYC, the rudest city in the world.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rachelle V.,/user_details?userid=CyPQS5xVtNcULhiKbp0JvA,"Rahway, NJ",8/29/2019,4.0,"I came here specifically for the cheese curds and they were delightful. I also had the guacamole, it was just ok. Loud environment during happy hour, so not the place if you want a quiet place to reflect and catch up with friends. I enjoyed the environment and the staff was really attentive for there being so many customers. A good selection of draft beer, the happy hour sangria was meh. Overall, I'd come back just for the cheese curds.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mie T.,/user_details?userid=I_MgagfLrJVwU6UUNAYHww,"Astoria, NY",1/5/2018,4.0,I went around 11:30 in the morning. Probably it was too early? Only two customers except me and no one was welcomed. I sat at the bar. My server was really nice. My burger was ok. Not amazing.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mike A.,/user_details?userid=pNOX5GIwSYk2X97MuNYjRA,"Nashville, TN",11/17/2019,4.0,"Cool vibe inside. Had dinner on a Wed night. Only 15 minute wait. Had a beer and Wagyu burger. Its was good! Now keep in mind, this isn't a pure 100% Wagyu burger. It is a blend with other meat (presumably ground beef). Still good eats in a casual, vibey 40 and under kinda place.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
