Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Michael M.,/user_details?userid=o-LbDKRdKZwn0UOuTS8wnQ,"Bushwick, NY",7/25/2015,2.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Audrey S.,/user_details?userid=L06o5ML0p702oNfomdltrw,"Brooklyn, NY",1/12/2013,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
L A.,/user_details?userid=hByAlO1_lD3dB96veAIc5w,"Birmingham, AL",2/11/2020,5.0,The best French onion soup I've ever had. Friendly attentive staff but did not hover.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Geoff Y.,/user_details?userid=7LDWCOLV_KjP_RO0bn8PUA,"London, United Kingdom",7/29/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rebecca G.,/user_details?userid=mdulmKB-Sq3dAdZvlqnqng,"Manhattan, NY",6/5/2013,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kyle L.,/user_details?userid=FDyUqQEfXiDE0XgfGvCijg,"Fort Worth, TX",6/9/2016,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rob C.,/user_details?userid=Wq8BFWnJowSQMiSV2OUlFg,"Enmore, Australia",11/29/2016,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jenna R.,/user_details?userid=4Fe1r_lrB0Euoeur0u4CCQ,"Slingerlands, NY",12/31/2018,3.0,"Great great food and service! I had amazing mahi mahi tacos. Just don't come here for new years if you want to dance.... slow rap and nothing you could sing to! Also, the $30 meal and $70 drinks can be found at other places for cheaper. Only reason im not giving a five star is from the disappointment from new years.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Caroline D.,/user_details?userid=9-_CPbm4FizEGsCKpMmatQ,"Brooklyn, NY",5/17/2015,4.0,"Came for drinks on a rainy night for a party - had the inspector Clousseau (bourbon based) and Orange is the new Orange (gin based). Both tasty but lacking in alcohol content - especially the bourbon cocktail. Very loud bar to be in after 10, especially on weekends, but the staff here are really cool/chill (especially Devin) and that makes it all better! I love the feel of this place - very open and airy when the doors are open, and the high ceilings help with that!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ami J.,/user_details?userid=HS5OWTH8IG9vZXP8kcJA_g,"Bayonne, NJ",9/11/2014,2.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Charley K.,/user_details?userid=ZeXaLOPR5S4BXoMU9phTOw,"New York, NY",12/13/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Lynette B.,/user_details?userid=4RO_7oMNxpyo058SfZ4Utg,"Miami, FL",7/9/2013,2.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Julia L.,/user_details?userid=8B7ffXY_v51fNghzc89QFg,"New York, NY",2/6/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Matt D.,/user_details?userid=Tpx-hPpxkWITFPy9DSQZzg,"New York, NY",6/11/2016,4.0,"Came here on a Friday night for dinner.  Good atmosphere and crowd.  Everyone's food was delicious.  Had the soft shell crab special, which I recommend.  Only negative was the service.  We were a party of eight and two people's drinks didn't arrive until after food was served, despite asking politely 3x.  Servers had sass.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mike S.,/user_details?userid=lc5RU6f9Gwojoj6qNDgWDQ,"New York, NY",8/6/2016,1.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ally H.,/user_details?userid=p9tzjBhL9nEpHIP_m-W8VA,"Annapolis, MD",4/27/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mia S.,/user_details?userid=kKzxGk1tmSeTbCBDIxE2Zg,"New York, NY",2/20/2018,5.0,"I've been here for brunch multiple times and keep coming back because the staff is so nice and I've never been disappointed in the food.  The most recent time I came for brunch most of our party was running very late.  Instead of giving up my reservation or making me stand and wait, the hostess sat me down at the best table and I was given a complimentary mimosa while I kept myself company.  I really appreciated how nice they were, and literally every item I've ever ordered off the menu has been good.  I think my favorite dishes are the braised short rib benedict or the crispy quinoa and kale salad if I'm feeling healthier -- I realize the last one doesn't sound super flavorful but it definitely is!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sara M.,/user_details?userid=6bFkl9kzAzKhL7Dkw5QOjg,"Chicago, IL",1/28/2015,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ariel M. W.,/user_details?userid=cHLD8oUhXyS68NTahr65qA,"New York, NY",12/27/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Diana H.,/user_details?userid=32xzRa5AgRN7L11JprfhYQ,"Montclair, NJ",3/6/2015,2.0,"I was very excited to come here for dinner because their menu is so different and everything sounded amazing. Came in here on a Friday night with a large group of 15 for dinner/drinks after watching a play. The ambience was cool but very very loud. Hard to speak to the person across from you. They were very busy when we got there. From their creative menu, I was in between ordering the veggie burger or duck confit carbonara. Needless to say, I should have ordered the veggie burger. The duck was so salty I couldn't even eat it. I ended up eating around it but even the pasta was lacking creaminess. Not a fan at all. My coworkers nicely gave me half of her veggie burger which was delicious! (Dammit I should have gotten that!). Their fries had a weird perfumy after taste. My friend ordered the steak frites and the steak was lacking major flavor. Pricey place too. Overall it was kind of a let down. Probably won't be back",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Miriam D.,/user_details?userid=xavoTMiE2ZBecT9ZC8hO1w,"Denver, CO",2/17/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ken S.,/user_details?userid=Q4QZ-5crrtPT1QZePGZI9g,"Franklin, MA",6/26/2018,5.0,Great place with an industrial motif. Good draft and bottle/can craft line up. Has the chix sliders. Very tasty,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Bill R.,/user_details?userid=EHnttj9Q8R7W4OQnohREBA,"Knoxville, TN",12/8/2019,5.0,"E started it to visit another location which was booked for a private party.  We walked across the street seeing this sign and gave it a shot.  Host was nice and sat us directly. Then Olivia our server showed up. She was ""Spectacular ""!   Took our order and followed up on service with us through out the meal. Salad and Fish n Chips were great as well as the drinks.  Even more, since our arrival this was the most physical room we had at a table!  Finally no one else sitting so close like they were touching me!  In the end  great experience!!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
John B.,/user_details?userid=GKSIqig0-hsGNm7G4SJYAA,"New York, NY",3/2/2015,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Monika R.,/user_details?userid=_a-36K8dYiNlAW4gNDMYhA,"Manhattan, NY",6/14/2016,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sabrina N.,/user_details?userid=w9ii_sA96jEMKKAnqJ3ktw,"Washington, DC",2/14/2018,4.0,"We came in during a slow lunch period. The waiters were really slow and not so attentive which was odd to me because of the time of the day. They missed a few specific requests that we had for our meal. For example, my friend asked for a fried egg on her burger and it didn't happen. Despite all of this, the food was pretty good. I have the crispy chicken sandwich. It was on point. I would probably come back but hopefully the waiters won't be as slow!",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gabriela I.,/user_details?userid=FKQ2XRDUuW7vErN1qaGkig,"Miami, FL",12/23/2017,5.0,"Came in here for a late night bite on a Friday night and it was great! We ordered the burger and the Mac and cheese small plate and both were delicious. The service was great and we did not have to wait for a table considering it was a Friday night. Overall, I'm glad we stumbled across this spot.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andrew Y.,/user_details?userid=FnpfYbsGUCA1ZRqAq1bQuw,"Princeton, NJ",11/11/2017,4.0,Great selection of pub food. The fish and chips were well battered and fried. We also got some tasty appetizers that were popular among the group. Would recommend their hummus and taquitos. Good selection of beer and overall a good experience. The only thing we didn't like about this place was the music selection. It was pretty clear someone was sitting in the corner DJing on their phone. Justin Bieber to Bruce Springsteen to Lady Gaga to U2 is a very strange mix. Leave the music alone!,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Nathaniel P.,/user_details?userid=T9dnUsmIraOWHtVxhSIxdg,"East Village, Manhattan, NY",4/2/2016,4.0,"One of my favorite brunch spots in the city. Cheap brunch drinks and consistently good brunch food and never has a wait. If you can snag a spot outside on a nice day you have prime location for people watching. Everything on the brunch menu is really good-- try their twists on eggs Benedict, all tasty! Their pancakes are just above average and were my least favorite thing I've had on their menu. They have a great burger if you're a burger person (disclosure: I am a burger person). The service is fast and helpful. Love eating here on a sunny Sunday",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Qurat K.,/user_details?userid=UsQw_RhxOx4gCcT_83g23w,"Austin, TX",11/7/2015,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Chris W.,/user_details?userid=sW33FPpZyuHXjkWIY7Dqdw,"New York, NY",1/8/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tara S.,/user_details?userid=-G6fkcQDewL4-5N01ZLYlg,"Queens, NY",4/19/2017,3.0,We've been wanting to go here for a while now. Went this past weekend for Easter. As the weather was in the mid 80s outdoor seating was a plus! Good menu selection. I decided to go with bacon and gritz. It has a weird name & typically comes with sausage. It was really good except I did not enjoy the reddish sauce. It tasted a bit curry like- a tad spicy. My bday had the French toast. The flavor was delightful but the texture was not for either of us. Way to gooy and slimmy. The brunch cocktails are only $6. Huge cups of coffee. The waitstaff were friendly- even left my cc behind and went back to retrieve it without a hassle. I would prob try it out for happy hour and dinner.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Liz L.,/user_details?userid=yLX834G0MjSu2BbptBUShA,"Brooklyn, NY",2/6/2013,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mario A.,/user_details?userid=KMDCs3w2UqHsJUkN22AlCA,"Willow Glen, San Jose, CA",6/13/2015,1.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kate G.,/user_details?userid=boWzJnqGqCMVUDk69faoqQ,"Washington, DC",3/22/2015,5.0,"Fell in love with Boulton & Watt on my first visit! Amazing brunch spot with a very hipster spot. They offer board games too! I ordered the lamb braised omelette, eggs benedict with pork sausage, caramelised grapefruit and brownie in a jar. I will definitely be back! I'd recommend placing a reservation to secure your spot, but I got lucky last time with available space at the bar.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Tony T.,/user_details?userid=xiza8Q7VIgjFi1Wd9uBBZQ,"Dallas, TX",11/16/2017,5.0,Thought this place was great. Atmosphere is awesome. Food & drinks were also really good!,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
yuwi s.,/user_details?userid=ulpNE98WOSqvj08iio4c6A,"New York, NY",10/1/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mike N.,/user_details?userid=WOiWIYXaHcklFtY0MYFwvA,"Manhattan, NY",3/23/2015,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Andrew M.,/user_details?userid=F7BPz4e_tHI-wOK5p_12Ug,"New York, NY",1/10/2015,3.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Toni B.,/user_details?userid=-BtmHwOLzCTQW-UybiDkvw,"Brooklyn, NY",9/20/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Emily P.,/user_details?userid=esrJK0Ht51dzXLhhiQ8o9g,"Manhattan, NY",9/11/2014,5.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Carlen M.,/user_details?userid=AnLKF2IF7wwO4rfdnASPow,"Manhattan, NY",3/17/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jorge R.,/user_details?userid=D8sbMTNUvUcy5-_eUHnXXA,"Near North Side, Chicago, IL",3/30/2018,4.0,Solid food at reasonable prices. Excellent service. Kale and quinoa salad was very good.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shannon W.,/user_details?userid=AoHBjflBcp-ar4U7Kl3QZA,"Dallas, TX",11/24/2014,4.0,"i'm a total ho for pickle back shots and a quality veggie burger, so this spot gets me. sundays are a good vibe and there are tv's for all y'all football freaks. if you want my esteemed opinion (c'mon i know ya do!), the evening scene is rowdy and fun, but this place really is more of a restaurant than an evening, drinks-only spot. haven't met a bartender here that i didn't like.",https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Marc N.,/user_details?userid=RrEsB9FBnFUm_mae_vKICA,"Farmingdale, NY",7/31/2015,4.0,Great food and great beers. I had the tuna blt amazing  sandwich with a nice left hand beer.,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elizabeth S.,/user_details?userid=_3zHpd_s8ivNSYx_hJLm4A,"Los Angeles, CA",9/2/2015,4.0,No comment,https://www.yelp.com/biz/boulton-and-watt-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
